Wall time,Step,Value
1692936671.1145937,0,0.1016823872923851
1692936695.783542,1,0.10114290565252304
1692936720.316341,2,0.09794597327709198
1692936745.494644,3,0.10018382221460342
1692936772.5389612,4,0.0987452045083046
1692936798.563452,5,0.09850543737411499
1692936823.866171,6,0.09762627631425858
1692936848.7812433,7,0.10088314861059189
1692936872.8796546,8,0.09832561016082764
1692936897.025493,9,0.09924472868442535
1692936922.115615,10,0.10034366697072983
1692936946.821335,11,0.09764625877141953
1692936972.7171671,12,0.09924472868442535
1692936998.6739879,13,0.0989450141787529
1692937027.9475565,14,0.09794597327709198
1692937055.9522924,15,0.09936460852622986
1692937084.4148126,16,0.09994405508041382
1692937112.4049315,17,0.10056345909833908
1692937140.0437403,18,0.09728660434484482
1692937168.4312963,19,0.10034366697072983
1692937197.1925466,20,0.09950447827577591
1692937226.564064,21,0.10042359679937363
1692937255.6311233,22,0.0961676761507988
1692937282.904263,23,0.09844549000263214
1692937311.336683,24,0.09784606844186783
1692937342.0389454,25,0.09774616360664368
1692937370.7928138,26,0.09892503172159195
1692937399.2798917,27,0.10064338147640228
1692937428.9727576,28,0.09994405508041382
1692937458.0377812,29,0.09980418533086777
1692937485.5678482,30,0.10078325122594833
1692937510.6240067,31,0.09962435811758041
1692937536.4461312,32,0.09980418533086777
1692937564.845672,33,0.0962476059794426
1692937591.447457,34,0.10026374459266663
1692937619.126355,35,0.09964434057474136
1692937644.7890792,36,0.10008391737937927
1692937671.7827673,37,0.0986253172159195
1692937698.6915655,38,0.09846547245979309
1692937723.4828258,39,0.09742647409439087
1692937749.949567,40,0.09988410770893097
1692937774.8215325,41,0.09904491901397705
1692937800.863611,42,0.09776614606380463
1692937828.093382,43,0.0960477963089943
1692937854.2934515,44,0.09814578294754028
1692937884.7622275,45,0.09756633639335632
1692937912.1109788,46,0.0991048589348793
1692937938.658851,47,0.10092311352491379
1692937964.5596004,48,0.10036364942789078
1692937990.6313264,49,0.10070332139730453
